Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
2011-01-03 00:00:00+00:00,98.66519927978516,127.05000305175781,127.5999984741211,125.69999694824219,126.70999908447266,138725200
2011-01-04 00:00:00+00:00,98.61084747314453,126.9800033569336,127.37000274658203,126.19000244140625,127.33000183105469,137409700
2011-01-05 00:00:00+00:00,99.12337493896484,127.63999938964844,127.72000122070312,126.45999908447266,126.58000183105469,133975300
2011-01-06 00:00:00+00:00,98.92923736572266,127.38999938964844,127.83000183105469,127.01000213623047,127.69000244140625,122519000
2011-01-07 00:00:00+00:00,98.73509216308594,127.13999938964844,127.7699966430664,126.1500015258789,127.55999755859375,156034600
2011-01-10 00:00:00+00:00,98.61084747314453,126.9800033569336,127.16000366210938,126.19999694824219,126.58000183105469,122401700
2011-01-11 00:00:00+00:00,98.96029663085938,127.43000030517578,127.73999786376953,126.94999694824219,127.44000244140625,110287000
2011-01-12 00:00:00+00:00,99.85338592529297,128.5800018310547,128.72000122070312,127.45999908447266,128.2100067138672,107929200
2011-01-13 00:00:00+00:00,99.69027709960938,128.3699951171875,128.69000244140625,128.0500030517578,128.6300048828125,129048400
2011-01-14 00:00:00+00:00,100.4124984741211,129.3000030517578,129.3300018310547,128.10000610351562,128.19000244140625,117677900
2011-01-18 00:00:00+00:00,100.58334350585938,129.52000427246094,129.63999938964844,129.02999877929688,129.17999267578125,114401300
2011-01-19 00:00:00+00:00,99.59710693359375,128.25,129.5399932861328,127.91000366210938,129.41000366210938,151958400
2011-01-20 00:00:00+00:00,99.4650650024414,128.0800018310547,128.39999389648438,127.12999725341797,127.95999908447266,175745700
2011-01-21 00:00:00+00:00,99.69027709960938,128.3699951171875,129.1699981689453,128.22999572753906,128.8800048828125,151462900
2011-01-24 00:00:00+00:00,100.2571792602539,129.10000610351562,129.25,128.25999450683594,128.2899932861328,113715500
2011-01-25 00:00:00+00:00,100.31155395507812,129.1699981689453,129.27999877929688,128.11000061035156,128.75999450683594,167552200
2011-01-26 00:00:00+00:00,100.69984436035156,129.6699981689453,130.0500030517578,129.22999572753906,129.49000549316406,141281500
2011-01-27 00:00:00+00:00,100.94833374023438,129.99000549316406,130.2100067138672,129.47000122070312,129.6999969482422,123302700
2011-01-28 00:00:00+00:00,99.1855239868164,127.72000122070312,130.35000610351562,127.51000213623047,130.13999938964844,295637300
2011-01-31 00:00:00+00:00,99.9310073852539,128.67999267578125,128.77999877929688,127.75,128.07000732421875,149249200
2011-02-01 00:00:00+00:00,101.53080749511719,130.74000549316406,130.97000122070312,129.3800048828125,129.4600067138672,167194300
2011-02-02 00:00:00+00:00,101.33663940429688,130.49000549316406,130.83999633789062,130.3300018310547,130.39999389648438,118323600
2011-02-03 00:00:00+00:00,101.56188201904297,130.77999877929688,130.97999572753906,129.57000732421875,130.25999450683594,145886700
2011-02-04 00:00:00+00:00,101.84918975830078,131.14999389648438,131.1999969482422,130.22999572753906,130.8300018310547,134634800
2011-02-07 00:00:00+00:00,102.48597717285156,131.97000122070312,132.39999389648438,131.42999267578125,131.44000244140625,112439100
2011-02-08 00:00:00+00:00,102.95191955566406,132.57000732421875,132.63999938964844,131.72999572753906,132.08999633789062,99072800
2011-02-09 00:00:00+00:00,102.71895599365234,132.27000427246094,132.6300048828125,131.61000061035156,132.2100067138672,146436700
2011-02-10 00:00:00+00:00,102.7577896118164,132.32000732421875,132.47000122070312,131.3000030517578,131.60000610351562,162708500
2011-02-11 00:00:00+00:00,103.37128448486328,133.11000061035156,133.27999877929688,131.77000427246094,131.8000030517578,137710300
2011-02-14 00:00:00+00:00,103.61979675292969,133.42999267578125,133.5399932861328,132.8800048828125,133.02999877929688,101690700
2011-02-15 00:00:00+00:00,103.29364776611328,133.00999450683594,133.22000122070312,132.32000732421875,133.02000427246094,119575400
2011-02-16 00:00:00+00:00,103.94596099853516,133.85000610351562,134.00999450683594,133.19000244140625,133.4600067138672,130183500
